177	VIOLET RODRIQUEZ	Kowloon and New Kowloon	Hong Kong	289
178	TERRANCE ROUSH	Szkesfehrvr	Hungary	592
179	ADAM GOOCH	Adoni	India	367
180	SHERRI RHODES	Ahmadnagar	India	297
181	ANNETTE OLSON	Allappuzha (Alleppey)	India	175
182	ARLENE HARVEY	Ambattur	India	225
183	CHRISTIAN JUNG	Amroha	India	534
184	LUCY WHEELER	Balurghat	India	208
185	MARVIN YEE	Berhampore (Baharampur)	India	413
186	CARLOS COUGHLIN	Bhavnagar	India	379
187	TONYA CHAPMAN	Bhilwara	India	209
188	ERIK GUILLEN	Bhimavaram	India	529
189	HELEN HARRIS	Bhopal	India	15
190	CARLA GUTIERREZ	Bhusawal	India	202
191	TIM CARY	Bijapur	India	468
192	SALLY PIERCE	Chandrapur	India	167
193	RAUL FORTIER	Chapra	India	509
194	BERNARD COLBY	Dhule (Dhulia)	India	440
195	JOSEPHINE GOMEZ	Etawah	India	121
196	LAURIE LAWRENCE	Firozabad	India	192
197	EDITH MCDONALD	Gandhinagar	India	117
198	WAYNE TRUONG	Gulbarga	India	370
199	HOLLY FOX	Haldia	India	186
200	LENA JENSEN	Halisahar	India	259
201	ALLEN BUTTERFIELD	Hoshiarpur	India	412
202	ANITA MORALES	Hubli-Dharwad	India	136
203	MILDRED BAILEY	Jaipur	India	60
204	AMY LOPEZ	Jhansi	India	32
205	PEARL GARZA	Jodhpur	India	224
206	BRENDA WRIGHT	Kamarhati	India	31
207	LESTER KRAUS	Kanchrapara	India	492
208	NAOMI JENNINGS	Karnal	India	274
209	CHAD CARBONE	Katihar	India	419
210	PENNY NEAL	Kumbakonam	India	271
211	STEVEN CURLEY	Miraj	India	316
212	CYNTHIA YOUNG	Munger (Monghyr)	India	28
213	CHERYL MURPHY	Mysore	India	59
214	ALICIA MILLS	Nagaon	India	152
215	NINA SOTO	Palghat (Palakkad)	India	268
216	JOHN FARNSWORTH	Parbhani	India	300
217	PAULA BRYANT	Pathankot	India	95
218	RAMONA HALE	Patiala	India	296
219	LEE HAWKS	Pudukkottai	India	421
220	JUANITA MASON	Pune	India	135
221	BRADLEY MOTLEY	Purnea (Purnia)	India	426
222	LORI WOOD	Rae Bareli	India	78
223	DWAYNE OLVERA	Rajkot	India	554
224	JOSHUA MARK	Rampur	India	336
225	SAMUEL MARLOW	Ranchi	India	358
226	AGNES BISHOP	Sambhal	India	217
227	GERALD FULTZ	Satna	India	356
228	NELLIE GARRETT	Shimoga	India	238
229	NICOLE PETERSON	Shivapuri	India	68
230	BRETT CORNWELL	Siliguri (Shiliguri)	India	502
231	BECKY MILES	Tambaram	India	287
232	BEATRICE ARNOLD	Udaipur	India	170
233	THEODORE CULP	Uluberia	India	446
234	GEORGIA JACOBS	Uttarpara-Kotrung	India	231
235	MIKE WAY	Valparai	India	403
236	SHANNON FREEMAN	Varanasi (Benares)	India	123
237	MILTON HOWLAND	Vijayawada	India	508
238	NANCY THOMAS	Yamuna Nagar	India	12
239	NORMAN CURRIER	Cianjur	Indonesia	411
240	MINNIE ROMERO	Ciomas	Indonesia	239
241	JEFFREY SPEAR	Ciparay	Indonesia	328
242	TARA RYAN	Gorontalo	Indonesia	203
243	SUZANNE NICHOLS	Jakarta	Indonesia	153
244	JORGE OLIVARES	Lhokseumawe	Indonesia	473
245	REGINALD KINDER	Madiun	Indonesia	500
246	LONNIE TIRADO	Pangkal Pinang	Indonesia	542
247	VICTORIA GIBSON	Pemalang	Indonesia	116
248	LESLIE SEWARD	Pontianak	Indonesia	506
249	STEVE MACKENZIE	Probolinggo	Indonesia	372
250	JARED ELY	Purwakarta	Indonesia	524
251	JAY ROBB	Surakarta	Indonesia	450
252	LLOYD DOWD	Tegal	Indonesia	458
253	KATHLEEN ADAMS	Arak	Iran	36
254	DOROTHY TAYLOR	Esfahan	Iran	10
255	HOWARD FORTNER	Kermanshah	Iran	377
256	HARRY ARCE	Najafabad	Iran	368
257	TOMMY COLLAZO	Qomsheh	Iran	459
258	ROBERTA HARPER	Shahr-e Kord	Iran	185
259	OSCAR AQUINO	Sirjan	Iran	449
260	DIANNE SHELTON	Tabriz	Iran	279
261	DARYL LARUE	Mosul	Iraq	579
262	CRYSTAL FORD	Ashdod	Israel	102
263	LEWIS LYMAN	Ashqelon	Israel	478
264	KENNETH GOODEN	Bat Yam	Israel	315
265	GERALDINE PERKINS	Tel Aviv-Jaffa	Israel	161
266	ANNA HILL	Alessandria	Italy	33
267	ALEXANDER FENNELL	Bergamo	Italy	439
268	CHRISTOPHER GRECO	Brescia	Italy	309
269	MARC OUTLAW	Brindisi	Italy	499
270	DARREN WINDHAM	Livorno	Italy	541
271	BESSIE MORRISON	Syrakusa	Italy	221
272	ADRIAN CLARY	Udine	Italy	525
273	JULIAN VEST	Akishima	Japan	574
274	DEBBIE REYES	Fukuyama	Japan	141
275	GWENDOLYN MAY	Higashiosaka	Japan	264
276	KRISTEN CHAVEZ	Hino	Japan	194
277	JAMES GANNON	Hiroshima	Japan	299
278	RON DELUCA	Isesaki	Japan	519
279	MARLENE WELCH	Iwaki	Japan	240
280	TERESA ROGERS	Iwakuni	Japan	54
281	EARL SHANKS	Iwatsuki	Japan	396
282	CLARENCE GAMEZ	Izumisano	Japan	391
283	CATHY SPENCER	Kakamigahara	Japan	163
284	RACHEL BARNES	Kamakura	Japan	79
285	KURT EMMONS	Kanazawa	Japan	547
286	TONY CARRANZA	Koriyama	Japan	401
287	REBECCA SCOTT	Kurashiki	Japan	34
288	JAMIE WAUGH	Kuwana	Japan	531
289	TERRY GRISSOM	Matsue	Japan	355
290	TERRY CARLSON	Miyakonojo	Japan	253
291	HEATHER MORRIS	Nagareyama	Japan	53
292	RICARDO MEADOR	Okayama	Japan	489
293	BRUCE SCHWARZ	Okinawa	Japan	365
294	STANLEY SCROGGINS	Omiya	Japan	404
295	JERRY JORDON	Onomichi	Japan	337
296	MIRIAM MCKINNEY	Otsu	Japan	285
297	LISA ANDERSON	Sagamihara	Japan	11
298	MARY SMITH	Sasebo	Japan	1
299	ANGELA HERNANDEZ	Shimonoseki	Japan	29
300	PHILLIP HOLM	Tama	Japan	385
301	FREDERICK ISBELL	Tsuyama	Japan	429
302	ANGEL BARCLAY	Ueda	Japan	503
303	JOANNE ROBERTSON	Urawa	Japan	147
304	IRENE PRICE	Pavlodar	Kazakstan	76
305	BYRON BOX	Zhezqazghan	Kazakstan	573
306	KATIE ELLIOTT	Kisumu	Kenya	193
307	ROY WHITING	Nyeri	Kenya	363
308	CLAUDIA FULLER	Jalib al-Shuyukh	Kuwait	234
309	RYAN SALISBURY	Daugavpils	Latvia	347
310	SARAH LEWIS	Liepaja	Latvia	23
311	EVELYN MORGAN	Vaduz	Liechtenstein	57
312	FELIX GAFFNEY	Vilnius	Lithuania	557
313	ANDREA HENDERSON	Mahajanga	Madagascar	81
314	LYNN PAYNE	Lilongwe	Malawi	166
315	DOLORES WAGNER	Ipoh	Malaysia	171
316	JEAN BELL	Kuching	Malaysia	58
317	CHARLES KOWALSKI	Sungai Petani	Malaysia	306
318	GLEN TALBERT	Acua	Mexico	486
319	VINCENT RALSTON	Allende	Mexico	414
320	SARA PERRY	Atlixco	Mexico	84
321	WILLARD LUMPKIN	Carmen	Mexico	578
322	SERGIO STANFIELD	Celaya	Mexico	587
323	STELLA MORENO	Coacalco de Berriozbal	Mexico	247
324	MAURICE CRAWLEY	Coatzacoalcos	Mexico	482
325	ALVIN DELOACH	Cuauhtmoc	Mexico	467
326	MATTHEW MAHAN	Cuautla	Mexico	323
327	ISAAC OGLESBY	Cuernavaca	Mexico	575
328	JIM REA	El Fuerte	Mexico	451
329	BENJAMIN VARNEY	Guadalajara	Mexico	364
330	DANIELLE DANIELS	Hidalgo	Mexico	150
331	ANDY VANHORN	Huejutla de Reyes	Mexico	582
332	TRACY COLE	Huixquilucan	Mexico	108
333	VIRGIL WOFFORD	Jos Azueta	Mexico	581
334	FRED WHEAT	Jurez	Mexico	369
335	SHANE MILLARD	La Paz	Mexico	488
336	SAMANTHA DUNCAN	Matamoros	Mexico	177
337	DOUGLAS GRAF	Mexicali	Mexico	343
338	IVAN CROMWELL	Monclova	Mexico	570
339	WENDY HARRISON	Nezahualcyotl	Mexico	115
340	JONATHAN SCARBOROUGH	Pachuca de Soto	Mexico	353
341	PRISCILLA LOWE	Salamanca	Mexico	273
342	RONALD WEINER	San Felipe del Progreso	Mexico	319
343	FRANCIS SIKES	San Juan Bautista Tuxtepec	Mexico	425
344	PAULINE HENRY	Torren	Mexico	133
345	ALEX GRESHAM	Uruapan	Mexico	454
346	BOBBIE CRAIG	Valle de Santiago	Mexico	288
347	FLOYD GANDY	Zapopan	Mexico	465
348	MARTHA GONZALEZ	Chisinau	Moldova	38
349	LANCE PEMBERTON	Beni-Mellal	Morocco	543
350	AMANDA CARTER	Nador	Morocco	40
351	LAURA RODRIGUEZ	Sal	Morocco	22
352	MARSHA DOUGLAS	Beira	Mozambique	257
353	DON BONE	Naala-Porto	Mozambique	433
354	ANNIE RUSSELL	Tete	Mozambique	97
355	MABEL HOLLAND	Monywa	Myanmar	256
356	BARBARA JONES	Myingyan	Myanmar	4
357	DUANE TUBBS	Yangor	Nauru	513
358	KEVIN SCHULER	Birgunj	Nepal	321
359	GLENN PULLEN	Amersfoort	Netherlands	415
360	RHONDA KENNEDY	Apeldoorn	Netherlands	137
361	PETER MENARD	Ede	Netherlands	341
362	DUSTIN GILLETTE	Emmen	Netherlands	474
363	VIVIAN RUIZ	s-Hertogenbosch	Netherlands	184
364	SUSAN WILSON	Hamilton	New Zealand	8
365	SONIA GREGORY	Benin City	Nigeria	284
366	RODNEY MOELLER	Deba Habe	Nigeria	409
367	VELMA LUCAS	Effon-Alaiye	Nigeria	286
368	MARILYN ROSS	Ife	Nigeria	80
369	ELSIE KELLEY	Ikerre	Nigeria	198
370	GLADYS HAMILTON	Ilorin	Nigeria	103
371	CAROL GARCIA	Kaduna	Nigeria	18
372	OLGA JIMENEZ	Ogbomosho	Nigeria	277
373	BERTHA FERGUSON	Ondo	Nigeria	156
374	TRACEY BARRETT	Owo	Nigeria	280
375	JO FOWLER	Oyo	Nigeria	250
376	WALLACE SLONE	Sokoto	Nigeria	562
377	CONSTANCE REID	Zaria	Nigeria	232
378	DARLENE ROSE	Pyongyang	North Korea	157
379	MARGARET MOORE	Masqat	Oman	9
380	GENE SANBORN	Salala	Oman	498
381	JEFFERY PINSON	Dadu	Pakistan	416
382	MELINDA FERNANDEZ	Mandi Bahauddin	Pakistan	223
383	SHARON ROBINSON	Mardan	Pakistan	20
384	DANNY ISOM	Okara	Pakistan	399
385	DEBORAH WALKER	Shikarpur	Pakistan	25
386	MAUREEN LITTLE	Asuncin	Paraguay	226
387	EILEEN CARR	Ciudad del Este	Paraguay	205
388	CARL ARTIS	San Lorenzo	Paraguay	345
389	DAVID ROYAL	Callao	Peru	304
390	JAIME NETTLES	Hunuco	Peru	565
391	THELMA MURRAY	Lima	Peru	122
392	FREDDIE DUGGAN	Sullana	Peru	597
393	KATHY JAMES	Baybay	Philippines	71
394	MELANIE ARMSTRONG	Bayugan	Philippines	188
395	NORMA GONZALES	Bislig	Philippines	94
396	BILLY POULIN	Cabuyao	Philippines	371
397	CRAIG MORRELL	Cavite	Philippines	388
398	SHIRLEY ALLEN	Davao	Philippines	27
399	DEREK BLAKELY	Gingoog	Philippines	461
400	IRMA PEARSON	Hagonoy	Philippines	255
401	ROSS GREY	Iligan	Philippines	580
402	JOE GILLILAND	Imus	Philippines	349
403	VIOLA HANSON	Lapu-Lapu	Philippines	244
404	HILDA HOPKINS	Mandaluyong	Philippines	263
405	EDDIE TOMLIN	Ozamis	Philippines	434
406	ARNOLD HAVENS	Santa Rosa	Philippines	522
407	THERESA WATSON	Taguig	Philippines	72
408	RAFAEL ABNEY	Talavera	Philippines	505
409	LOUIS LEONE	Tanauan	Philippines	373
410	MARCIA DEAN	Tanza	Philippines	236
411	ALLAN CORNISH	Tarlac	Philippines	548
412	DEANNA BYRD	Tuguegarao	Philippines	261
413	BRIAN WYMAN	Bydgoszcz	Poland	318
414	SIDNEY BURLESON	Czestochowa	Poland	572
415	MARJORIE TUCKER	Jastrzebie-Zdrj	Poland	128
416	LEAH CURTIS	Kalisz	Poland	270
417	RUBEN GEARY	Lublin	Poland	501
418	JOHNNIE CHISHOLM	Plock	Poland	571
419	RUSSELL BRINSON	Tychy	Poland	380
420	JIMMIE EGGLESTON	Wroclaw	Poland	558
421	RALPH MADRIGAL	Arecibo	Puerto Rico	360
422	JENNY CASTRO	Ponce	Puerto Rico	282
423	JOY GEORGE	Botosani	Romania	230
424	KEN PREWITT	Bucuresti	Romania	563
425	ELEANOR HUNT	Saint-Denis	Runion	148
426	JIMMY SCHRADER	Atinsk	Russian Federation	397
427	DORIS REED	Balaiha	Russian Federation	55
428	RAY HOULE	Dzerzinsk	Russian Federation	430
429	DONNA THOMPSON	Elista	Russian Federation	17
430	CONNIE WALLACE	Ivanovo	Russian Federation	106
431	DELORES HANSEN	Jaroslavl	Russian Federation	222
432	ROBIN HAYES	Jelets	Russian Federation	100
433	ROBERT BAUGHMAN	Kaliningrad	Russian Federation	301
434	BEN EASTER	Kamyin	Russian Federation	510
435	DANA HART	Kirovo-Tepetsk	Russian Federation	179
436	DAISY BATES	Kolpino	Russian Federation	295
437	PHILIP CAUSEY	Korolev	Russian Federation	393
438	RANDY GAITHER	Kurgan	Russian Federation	376
439	PAUL TROUT	Kursk	Russian Federation	311
440	MARIE TURNER	Lipetsk	Russian Federation	44
441	ERIN DUNN	Ljubertsy	Russian Federation	160
442	ARTHUR SIMPKINS	Maikop	Russian Federation	346
443	CATHERINE CAMPBELL	Moscow	Russian Federation	46
444	CLIFFORD BOWENS	Nabereznyje Telny	Russian Federation	447
445	ANN EVANS	Niznekamsk	Russian Federation	48
446	JEANETTE GREENE	Novoterkassk	Russian Federation	191
447	HECTOR POINDEXTER	Pjatigorsk	Russian Federation	487
448	ALFREDO MCADAMS	Serpuhov	Russian Federation	567
449	ELAINE STEVENS	Smolensk	Russian Federation	127
450	HERBERT KRUGER	Syktyvkar	Russian Federation	428
451	JUAN FRALEY	Teboksary	Russian Federation	350
452	WARREN SHERROD	Usolje-Sibirskoje	Russian Federation	462
453	JACK FOUST	Zeleznogorsk	Russian Federation	351
454	JOSE ANDREW	Kingstown	Saint Vincent and the Grenadines	326
455	PEGGY MYERS	Abha	Saudi Arabia	101
456	CHRISTINA RAMIREZ	al-Hawiya	Saudi Arabia	70
457	TRAVIS ESTEP	al-Qatif	Saudi Arabia	417
458	JOYCE EDWARDS	Jedda	Saudi Arabia	49
459	MARK RINEHART	Tabuk	Saudi Arabia	312
460	RONNIE RICKETTS	Ziguinchor	Senegal	456
461	KEITH RICO	Bratislava	Slovakia	357
462	ETHEL WEBB	Boksburg	South Africa	125
463	ESTHER CRAWFORD	Botshabelo	South Africa	132
464	DWIGHT LOMBARDI	Chatsworth	South Africa	555
465	DEAN SAUER	Johannesburg	South Africa	471
466	RUTH MARTINEZ	Kimberley	South Africa	19
467	EDNA WEST	Klerksdorp	South Africa	109
468	EDWIN BURK	Newcastle	South Africa	432
469	DENNIS GILMAN	Paarl	South Africa	338
470	DALE RATCLIFF	Rustenburg	South Africa	407
471	LUCILLE HOLMES	Soshanguve	South Africa	145
472	LOUISE JENKINS	Springs	South Africa	83
473	BONNIE HUGHES	Cheju	South Korea	88
474	EMILY DIAZ	Kimchon	South Korea	99
475	TANYA GILBERT	Naju	South Korea	237
476	FERNANDO CHURCHILL	Tonghae	South Korea	536
477	COURTNEY DAY	Uijongbu	South Korea	245
478	JULIE SANCHEZ	A Corua (La Corua)	Spain	52
479	MAE FLETCHER	Donostia-San Sebastin	Spain	293
480	CHRIS BROTHERS	Gijn	Spain	394
481	WESLEY BULL	Ourense (Orense)	Spain	469
482	NELSON CHRISTENSON	Santiago de Compostela	Spain	549
483	MANUEL MURRELL	Jaffna	Sri Lanka	408
484	JOHNNY TURPIN	al-Qadarif	Sudan	395
485	DIANE COLLINS	Omdurman	Sudan	50
486	JANICE WARD	Malm	Sweden	66
487	KATHERINE RIVERA	Basel	Switzerland	61
488	GAIL KNIGHT	Bern	Switzerland	155
489	WADE DELVALLE	Lausanne	Switzerland	598
490	TAMMY SANDERS	Changhwa	Taiwan	75
491	BEVERLY BROOKS	Chiayi	Taiwan	73
492	BRAD MCCURDY	Chungho	Taiwan	517
493	MORRIS MCCARTER	Fengshan	Taiwan	576
494	ROGER QUINTANILLA	Hsichuh	Taiwan	348
495	MELISSA KING	Lungtan	Taiwan	30
496	ELIZABETH BROWN	Nantou	Taiwan	5
497	CLIFTON MALCOLM	Tanshui	Taiwan	577
498	AMBER DIXON	Touliu	Taiwan	139
499	KIRK STCLAIR	Tsaotun	Taiwan	586
500	HERMAN DEVORE	Mwanza	Tanzania	481
501	YOLANDA WEAVER	Tabora	Tanzania	190
502	CHARLENE ALVAREZ	Zanzibar	Tanzania	220
503	SHAWN HEATON	Nakhon Sawan	Thailand	390
504	CAROLYN PEREZ	Pak Kret	Thailand	42
505	JACQUELINE LONG	Songkhla	Thailand	86
506	HENRY BILLINGSLEY	Nukualofa	Tonga	344
507	GREGORY MAULDIN	Sousse	Tunisia	335
508	LARRY THRASHER	Adana	Turkey	327
509	BRANDON HUEY	Balikesir	Turkey	366
510	BERNICE WILLIS	Batman	Turkey	172
511	VERNON CHAPA	Denizli	Turkey	483
512	EDGAR RHOADS	Eskisehir	Turkey	507
513	COREY HAUSER	Gaziantep	Turkey	480
514	BILLIE HORTON	Inegl	Turkey	278
515	LESLIE GORDON	Kilis	Turkey	143
516	SHEILA WELLS	Ktahya	Turkey	124
517	KAREN JACKSON	Osmaniye	Turkey	13
518	GABRIEL HARDER	Sivas	Turkey	518
519	BRENT HARKINS	Sultanbeyli	Turkey	493
520	JOANN GARDNER	Tarsus	Turkey	164
521	CASEY MENA	Tokat	Turkey	566
522	ROSEMARY SCHMIDT	Usak	Turkey	204
523	JEANNE LAWSON	Ashgabat	Turkmenistan	200
524	DAWN SULLIVAN	Funafuti	Tuvalu	105
525	TODD TAN	Kamjanets-Podilskyi	Ukraine	386
526	JULIO NOLAND	Konotop	Ukraine	545
527	MONICA HICKS	Mukateve	Ukraine	131
528	PEDRO CHESTNUT	ostka	Ukraine	475
529	KATHRYN COLEMAN	Simferopol	Ukraine	82
530	BRITTANY RILEY	Sumy	Ukraine	187
531	TOM MILNER	Abu Dhabi	United Arab Emirates	452
532	LILLIAN GRIFFIN	al-Ayn	United Arab Emirates	98
533	MISTY LAMBERT	Sharja	United Arab Emirates	292
534	ANNE POWELL	Bradford	United Kingdom	85
535	APRIL BURNS	Dundee	United Kingdom	142
536	MATTIE HOFFMAN	London	United Kingdom	252
537	CECIL VINES	London	United Kingdom	512
